id,title,start,end,tags,className,allDay
4018,Advanced Project Management,2018-02-15 09:00:00,2018-02-15 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4019,Fundamentals of Leadership,2018-04-12 09:00:00,2018-04-12 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4021,Strategic Management,2018-04-26 09:00:00,2018-04-26 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4022,Management Excellence,2018-05-10 09:00:00,2018-05-10 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4023,Change Management,2018-05-24 09:00:00,2018-05-24 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4024,Performance Management,2018-06-07 09:00:00,2018-06-07 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4025,Critical Thinking  and Problem Solving,2018-04-05 09:00:00,2018-04-05 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4026,"Coaching, Mentoring and Networking",2018-04-19 09:00:00,2018-04-19 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4027,Conflict Management and Negotiations,2018-05-03 09:00:00,2018-05-03 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4028,Workplace Innovations,2018-05-17 09:00:00,2018-05-17 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4029,High Impact Communications Skills,2018-05-31 09:00:00,2018-05-31 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4030,Legislation and Governance,2018-04-10 09:00:00,2018-04-10 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4031,Managing Finance and Report Requirements,2018-04-10 09:00:00,2018-04-10 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4032,Leadership and Strategy Boards and Staff,2018-04-24 09:00:00,2018-04-24 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4033,Revenue Generation and Operation Management,2018-05-08 09:00:00,2018-05-08 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4034,Communications and Marketing in a Digital Age,2018-05-22 09:00:00,2018-05-22 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4035,People Management-Staff and Volunteers,2018-06-05 09:00:00,2018-06-05 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4036,Digital Media and Marketing Strategies,2018-03-20 09:00:00,2018-03-20 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4037,Creating Content and Expanding Your Network,2018-03-27 09:00:00,2018-03-27 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4038,Digital Management,2017-11-07 09:00:00,2017-11-07 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4040,Digital Management,2018-04-03 09:00:00,2018-04-03 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4041,Professional Selling-Communicating Your Message,2018-05-15 09:00:00,2018-05-15 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4042,Building Sales Relationships,2018-05-29 09:00:00,2018-05-29 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4043,Customer Relationship Management Skills,2018-06-12 09:00:00,2018-06-12 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4164,The Future is Bright in Renewable Energy Panel Talk,2017-09-22 18:00:00,2017-09-22 20:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0",,False
4056,iBegin - Faculty of Social Sciences and Humanities (Criminology program),2017-07-31 08:30:00,2017-07-31 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4057,"iBegin - Faculty of Social Sciences and Humanities (Communication and Digital Media, Forensic Psychology, Legal Studies, and Political Science Programs)",2017-08-01 08:30:00,2017-08-01 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4058,iBegin - Faculty of Energy Systems and Nuclear Science,2017-08-02 08:30:00,2017-08-02 16:00:00,"0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4059,iBegin - Faculty of Engineering and Applied Science,2017-08-02 08:30:00,2017-08-02 16:00:00,"0,2,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4060,"iBegin - Faculty of Science (Computer Science, Forensic, Math, and Physics Programs)",2017-08-03 08:30:00,2017-08-03 16:00:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4061,iBegin - Faculty of Business and Information Technology,2017-08-04 08:30:00,2017-08-04 16:00:00,"0,2,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4064R896,Student Engagement and Equity's iBegin program: July 26 to August 4,2017-07-26 09:00:00,2017-08-04 16:00:00,"0,0,3,0,0,0,4,0,0,6,0,7,0,0,9,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4107,OUA Women&apos;s Hockey vs Western,2018-01-20 15:30:00,2018-01-20 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4065,OUA Soccer doubleheader vs Trent,2017-09-02 13:00:00,2017-09-02 17:15:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4066,OUA Women&apos;s Soccer vs Ryerson,2017-09-16 13:00:00,2017-09-16 15:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4067,OUA Women&apos;s Soccer vs Toronto,2017-09-17 13:00:00,2017-09-17 15:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4068,OUA Men&apos;s Soccer vs Queen&apos;s,2017-08-27 13:00:00,2017-08-27 15:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4069,Labour Day - no lectures,2017-09-04 00:00:00,2017-09-04 23:45:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4070,Thanksgiving Day - no lectures,2017-10-09 00:00:00,2017-10-09 23:45:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4071R897,Holiday closure period: December 23 to January 1 (inclusive),2017-12-23 00:00:00,2018-01-01 12:45:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4072,OUA Men&apos;s Soccer vs Toronto,2017-09-03 13:00:00,2017-09-03 15:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4073,OUA Men&apos;s Soccer vs Ryerson,2017-09-17 15:15:00,2017-09-17 17:15:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4074,OUA Soccer doubleheader vs Laurentian,2017-10-07 12:00:00,2017-10-07 16:15:00,"0,2,0,3,0,49,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4075,OUA Soccer doubleheader vs Nipissing,2017-10-08 12:00:00,2017-10-08 16:15:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4076,OUA Soccer doubleheader vs Carleton,2017-10-14 13:00:00,2017-10-14 17:15:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4077,OUA Women&apos;s Soccer vs Ottawa,2017-10-15 13:00:00,2017-10-15 15:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4078,OUA Men&apos;s Soccer vs Royal Military College,2017-10-11 18:00:00,2017-10-11 20:00:00,"0,2,0,3,0,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4079,OUA Women&apos;s Hockey vs Queen&apos;s,2017-10-14 15:30:00,2017-10-14 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4080,OUA Women&apos;s Hockey vs Guelph,2017-10-26 19:30:00,2017-10-26 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4081,OUA Women&apos;s Hockey vs York,2017-10-28 15:30:00,2017-10-28 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4082,OUA Women&apos;s Hockey vs Laurentian,2017-11-03 19:30:00,2017-11-03 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4083,OUA Women&apos;s Hockey vs Nipissing,2017-11-04 15:30:00,2017-11-04 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4084,OUA Women&apos;s Hockey vs Toronto,2017-11-24 11:30:00,2017-11-24 14:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4085,OUA Women&apos;s Hockey vs Ryerson,2017-11-25 15:30:00,2017-11-25 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4086,OUA Men&apos;s Hockey vs Royal Military College,2017-10-13 19:30:00,2017-10-13 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4087,OUA Men&apos;s Hockey vs Nipissing,2017-10-27 19:30:00,2017-10-27 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4088,OUA Men&apos;s Hockey vs Queen&apos;s,2017-11-10 19:30:00,2017-11-10 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4089,OUA Men&apos;s Hockey vs Ottawa,2017-11-11 15:30:00,2017-11-11 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4090R899,OUA Men&apos;s Hockey vs Lakehead (Nov. 24 and 25),2017-11-24 19:00:00,2017-11-25 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4093,OUA Men&apos;s Hockey vs Trois-Rivieres (Game 1 of 2),2017-12-01 19:30:00,2017-12-01 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4094,OUA Men&apos;s Hockey vs Trois-Rivieres (Game 2 of 2),2017-12-02 15:00:00,2017-12-02 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4095,OUA Men&apos;s Hockey vs Nipissing,2018-01-20 19:30:00,2018-01-20 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4096,OUA Men&apos;s Hockey vs Laurentian,2018-01-21 15:30:00,2018-01-21 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4097,OUA Men&apos;s Hockey vs Laurier (exhibition),2017-09-22 19:30:00,2017-09-22 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4098,OUA Men&apos;s Hockey vs York (exhibition),2017-10-05 19:30:00,2017-10-05 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4099,OUA Women&apos;s Hockey vs Carleton (exhibition),2017-09-29 19:30:00,2017-09-29 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4100,UOIT Women&apos;s Hockey vs Toronto Furies (exhibition),2017-10-06 19:30:00,2017-10-06 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4101,OUA Men&apos;s Hockey vs Concordia,2018-01-27 19:30:00,2018-01-27 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4102,OUA Men&apos;s Hockey vs McGill,2018-02-03 19:30:00,2018-02-03 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4103,Campus Cup soccer doublheader vs Durham College,2017-09-06 19:00:00,2017-09-06 21:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4104,OUA Men&apos;s Hockey vs Laurentian,2018-02-09 19:30:00,2018-02-09 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4105,OUA Women&apos;s Hockey vs Brock,2018-01-13 15:00:00,2018-01-13 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4106,OUA Women&apos;s Hockey vs Windsor,2018-01-19 19:00:00,2018-01-19 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4108,OUA Women&apos;s Hockey vs Waterloo,2018-02-02 19:30:00,2018-02-02 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4109,OUA Women&apos;s Hockey vs Laurier,2018-02-03 15:30:00,2018-02-03 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4111R900,Weight Watchers at Work,2017-07-13 12:00:00,2017-09-14 13:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4116,Campus Market,2017-09-21 11:00:00,2017-09-21 15:30:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52",,False
4120R903,ELC Academic Preparation Workshops (September 5 to 8),2017-09-05 09:00:00,2017-09-08 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4121,ELC TALK SPEAKER SERIES - Salima Kassam,2017-08-02 13:00:00,2017-08-02 14:00:00,"0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4123,Improving Sustaiability Concept In Developing Countries 2017,2017-12-12 09:00:00,2017-12-14 18:00:00,"0,2,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4124,Geothermal System Tours,2017-09-22 14:30:00,2017-09-22 16:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52",,False
4125,Windfields Pollinator Tour,2017-09-22 12:00:00,2017-09-22 14:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52",,False
4126,Taste of the Danforth,2017-08-11 18:00:00,2017-08-13 22:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4131R907,Lean Training - Green Belt (September 25 to 27),2017-09-25 09:00:00,2017-09-27 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4134R909,Lean Training - Green Belt (November 6 and 7),2017-11-06 09:00:00,2017-11-07 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4136R910,Lean Training - Green Belt (April 30 to May 2),2018-04-30 09:00:00,2018-05-02 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4139,Lean Training  Green Belt (June 4 and 5),2018-06-04 09:00:00,2018-06-04 04:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4141,Coaching for Performance and Mentorship,2017-10-27 09:00:00,2017-10-27 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4142,Coaching for Performance and Mentorship,2017-10-28 09:00:00,2017-10-28 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4143,Coaching for Performance and Mentorship,2017-12-05 09:00:00,2017-12-05 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4144,Launch celebration and Open House: School of Graduate and Postdoctoral Studies,2017-08-29 12:00:00,2017-08-29 14:00:00,"0,2,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4145,New to UOIT - Faculty Workshop (Part One),2017-08-24 12:30:00,2017-08-24 16:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4146,New to UOIT - Faculty Workshop (Part One),2017-08-30 08:30:00,2017-08-30 12:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4147,New to UOIT - Faculty Workshop (Part Two),2017-09-05 08:30:00,2017-09-05 14:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4148,New to UOIT - Teaching Assistant Workshop (Part One),2017-08-23 12:30:00,2017-08-23 16:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4149,New to UOIT - Teaching Assistant Workshop (Part One),2017-08-29 08:30:00,2017-08-29 12:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4150,New to UOIT - Teaching Assistant Workshop (Part Two),2017-09-06 08:30:00,2017-09-06 14:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0",,False
4151,ELC TALK SPEAKER SERIES - Tara Lembar,2017-08-09 13:00:00,2017-08-09 14:00:00,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4152R902,Environment Week 2017 (September 18 to 22),2017-09-18 08:00:00,2017-09-22 21:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52",,False
4153,Graduate Student Orientation,2017-08-31 10:30:00,2017-08-31 16:30:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4154,Graduate Scholarships Information Session,2017-09-20 14:00:00,2017-09-20 16:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4155,Yellow Belt Health Care - Day 1,2017-11-27 09:00:00,2017-11-27 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4156,Yellow Belt Healthcare - Day 2,2017-11-28 09:00:00,2017-11-28 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4159,Yellow Belt Health Care - Day 1,2018-03-05 09:00:00,2018-03-05 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
