id,title,start,end,tags,className,allDay
4160,Yellow Belt Health Care - Day 2,2018-03-06 09:00:00,2018-03-06 16:00:00,"0,2,0,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0",,False
4161,Social Insurance Number Clinic,2017-09-08 09:00:00,2017-09-08 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4162R904,Ignite Orientation - September 5 and 6,2017-09-05 08:00:00,2017-09-06 21:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4163,"Mature, Transfer, Pathways Students (MTPS) Orientation",2017-09-06 15:00:00,2017-09-06 17:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4167,"Computer Science Seminar - Adele Hedrick, Master of Science student, UOIT",2017-08-23 15:30:00,2017-08-23 16:30:00,"0,2,0,3,0,49,0,58,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4169R911,Ask Me Campaign  September 5 to 8,2017-09-05 08:00:00,2017-09-08 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4170,UOIT International: Toronto Day Trip,2017-09-16 09:30:00,2017-09-16 08:45:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4172,UOIT International: Niagara Falls Day Trip,2017-09-24 08:45:00,2017-09-24 07:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4173,Grad Pro Skills Workshop: Engaging Presentations,2017-10-12 12:00:00,2017-10-12 13:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4175,Grad Pro Skills Workshop: Summarizing and Simplifying Your Research,2017-11-30 13:00:00,2017-11-30 14:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4177,Grad Pro Skills Workshop: Academic Integrity,2017-09-28 13:00:00,2017-09-28 14:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4178,Grad Pro Skills Workshop: Making Sense of Statement Writing,2017-10-04 11:00:00,2017-10-04 12:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4179,International student Orientation (social),2017-09-23 18:30:00,2017-09-23 21:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4180,Grad Pro Skills Workshop: Better Research Relationships,2017-11-28 14:00:00,2017-11-28 15:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4181,Grad Pro Skills Workshop: Understanding Your Leadership Style and Skills,2017-10-17 14:00:00,2017-10-17 15:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4182,Grad Pro Skills Workshop: Preparing for your Career - Goal Setting in Grad School,2017-09-20 11:00:00,2017-09-20 12:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4183,Grad Pro Skills Workshop: Ethics and Professional Etiquette,2017-09-26 14:00:00,2017-09-26 15:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4184,Grad Pro Skills Workshop: CVs and Academic Job Search,2017-11-23 12:00:00,2017-11-23 13:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4185,Grad Pro Skills Workshop: Non-Academic Job Search,2017-11-23 13:00:00,2017-11-23 14:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4186,Grad Pro Skills Workshop: Interview Skills,2017-12-05 14:00:00,2017-12-05 15:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4187,TLC Workshop: Blackboard Part 1,2017-09-11 12:30:00,2017-09-11 14:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4188,TLC Workshop: Blackboard Part 2,2017-09-18 12:30:00,2017-09-18 14:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4189,TLC Workshop: Blackboard for Teaching Assistants,2017-09-12 09:30:00,2017-09-12 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4190,TLC Workshop: Blackboard for Teaching Assistants,2017-09-13 14:00:00,2017-09-13 15:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4191,TLC Workshop: Videos for Student Engagement,2017-10-06 13:30:00,2017-10-06 15:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4192,TLC Workshop: Teaching Large Classes,2017-09-20 13:00:00,2017-09-20 15:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4193,TLC Workshop: Kaltura Introduction,2017-09-27 09:30:00,2017-09-27 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4194,TLC Workshop: Kaltura Advanced,2017-10-20 09:30:00,2017-10-20 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4195,TLC Workshop: Adobe Connect Introduction,2017-09-08 13:30:00,2017-09-08 15:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4196,SAFA Fall Workshop #1: Show Me the Money (Pizza Lunch and Learns),2017-09-27 12:15:00,2017-09-27 13:15:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4197,SAFA Fall Workshop #1: Show Me the Money (Pizza Lunch and Learns),2017-10-05 12:15:00,2017-10-05 13:15:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4198,SAFA Fall Workshop #2: For the Love of Money (Pizza Lunch and Learns),2017-09-28 12:15:00,2017-09-28 13:15:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4199,SAFA Fall Workshop #2: For the Love of Money (Pizza Lunch and Learns),2017-10-04 12:15:00,2017-10-04 13:15:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4200R913,"ACE at 2017 Automotive Testing Expo (Novi, Michigan)",2017-10-24 09:00:00,2017-10-26 17:00:00,"0,2,0,0,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4201R915,Indigenous Awareness Week - Sept. 12 to 14,2017-09-12 10:00:00,2017-09-14 16:00:00,"0,2,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4202R917,SSH Student Society - (Dis)Orientation Week (September 11 to 14),2017-09-11 10:00:00,2017-09-14 20:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4203,NSERC Information Session,2017-09-21 09:30:00,2017-09-21 11:30:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4204,Grad Pro Skills: Proper Paraphrasing and Summarizing,2017-11-09 12:00:00,2017-11-09 13:00:00,"0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4205R918,Social Insurance Number Clinic,2017-09-14 09:15:00,2017-09-14 16:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4206,Bruce Power Engineering Virtual Career Fair (online),2017-09-12 13:00:00,2017-09-12 18:00:00,"0,0,3,0,49,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4209,Computer Science Seminar,2017-09-13 15:45:00,2017-09-13 16:45:00,"0,2,0,3,0,49,0,58,0,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4210R922,Visiting Elder Program - October 2 to 6,2017-10-02 08:30:00,2017-10-06 16:30:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4211R920,UOIT Science Café,2017-09-16 11:00:00,2017-09-16 15:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4212,Study permit and visa renewal information session,2017-09-26 11:00:00,2017-09-26 12:30:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4213,Post-graduation work permit information session,2017-09-28 11:00:00,2017-09-28 12:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4214,Permanent residency information session,2017-09-28 12:00:00,2017-09-28 13:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4215,Post-graduation work permit information session,2017-10-17 10:00:00,2017-10-17 11:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4216,Permanent residency information session,2017-10-17 11:00:00,2017-10-17 12:00:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4217,Health and Wellness Fair,2017-10-26 10:00:00,2017-10-26 14:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4218,Doors Open Oshawa 2017,2017-09-30 10:00:00,2017-09-30 16:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4221,WiE Workshop Series: Resilience in the Workplace,2017-09-25 13:30:00,2017-09-25 13:30:00,"0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4222,UOIT Pension Plan Workshop - It&apos;s My Time To Save (downtown location),2017-10-03 10:00:00,2017-10-03 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4223,UOIT Pension Plan Workshop - It&apos;s My Time To Save (north location),2017-10-03 12:30:00,2017-10-03 13:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4224,UOIT Pension Plan one-on-one information sessions,2017-10-11 08:30:00,2017-10-12 16:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4225,UOIT Pension Plan one-on-one information sessions,2017-10-13 09:00:00,2017-10-13 12:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4228,Alumni Day and Annual General Meeting,2017-10-14 12:30:00,2017-10-14 15:00:00,"0,0,0,49,0,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4229,Entrepreneurship 101: What is Entrepreneurship,2017-10-17 17:00:00,2017-10-17 19:00:00,"0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4230,Let&apos;s Work Together: on Business Model Canvas! with Teresa Shaver,2017-10-17 17:30:00,2017-10-17 19:00:00,"0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4231,Let&apos;s Get Out There: Pitch Workshop! with Andrea Kennedy,2017-10-31 17:30:00,2017-10-31 19:00:00,"0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4232,Win $500! Brilliant Women&apos;s Pitch Event,2017-11-14 17:30:00,2017-11-14 19:00:00,"0,0,3,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4234,Immigration information session: Express Entry,2017-10-25 13:30:00,2017-10-25 15:00:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4235,Legal Studies Distinguished Visitors Lecture Series: Brian Beamish,2017-11-07 17:00:00,2017-11-07 18:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4236,Go ENG Girl,2017-10-14 09:00:00,2017-10-14 14:30:00,"0,0,0,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4237,Faculty of Education&apos;s Maker Day,2017-10-13 09:00:00,2017-10-13 16:00:00,"0,2,0,3,0,49,0,58,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4238,Women in Engineering (WiE) Workshop Series: Mental Health and Mindfulness,2017-10-18 17:00:00,2017-10-18 18:00:00,"0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4239,U.S. Consulate Visa Information Session,2017-10-18 14:00:00,2017-10-18 16:00:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4240,Time to Choose: Environmental Fall Film Night,2017-10-19 18:30:00,2017-10-19 21:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0",,False
4241,Secure-and-hold drill – north Oshawa campus location,2017-10-31 09:45:00,2017-10-31 10:15:00,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4242,Secure-and-hold drill – downtown Oshawa campus location,2017-11-01 09:45:00,2017-11-01 10:15:00,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4244,Sexual Violence Prevention Summit,2017-10-26 10:00:00,2017-10-26 16:30:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0",,False
4245R923,Co-curricular Period (fall break) - October 26 to 29,2017-10-26 00:15:00,2017-10-27 23:45:00,"0,2,0,3,0,0,0,4,0,5,0,6,0,7,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4246R924,Fall semester exam period - December 6 to 17,2017-12-06 08:00:00,2017-12-17 18:00:00,"0,0,3,0,0,0,4,0,5,0,6,0,7,0,0,9,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4247R925,Holiday closure period - December 25 to January 1,2017-12-25 00:15:00,2018-01-01 23:45:00,"0,2,0,3,0,0,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4248,Student Job Fair for the Nuclear Industry,2017-10-21 09:00:00,2017-10-21 17:00:00,"0,0,3,0,0,58,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4249,OUA Men&apos;s Soccer playoff vs Laurentian,2017-10-25 18:00:00,2017-10-25 20:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4250,Open Friday @TLC,2017-10-27 09:30:00,2017-10-27 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4251,OUA Women&apos;s Soccer playoff game vs Laurentian,2017-10-29 16:00:00,2017-10-29 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4254,Open Friday @TLC,2017-11-03 09:30:00,2017-11-03 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4252,Long Night Against Procrastination,2017-11-07 16:00:00,2017-11-07 22:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0",,False
4253,Business and IT Internship Poster Presentations,2017-11-01 14:00:00,2017-11-01 17:00:00,"0,2,0,3,0,49,0,58,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4255,Open Friday @TLC,2017-11-10 09:30:00,2017-11-10 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4256,Open Friday @TLC,2017-11-17 09:30:00,2017-11-17 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4257,Open Friday @TLC,2017-11-24 09:30:00,2017-11-24 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4258,Open Friday @TLC,2017-12-01 09:30:00,2017-12-01 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4259,Open Friday @TLC,2017-12-08 09:30:00,2017-12-08 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4260,Open Friday @TLC,2017-12-15 09:30:00,2017-12-15 11:30:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4262R931,OUA Women&apos;s Soccer Final Four - Nov. 4 and 5,2017-11-04 13:00:00,2017-11-05 18:30:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4263,Faculty of Business and IT Reverse Career Fair,2017-11-09 10:00:00,2017-11-09 12:00:00,"0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4264,Financing Your Education Information Night,2017-11-15 19:00:00,2017-11-15 20:30:00,"0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4265,UOIT hosting Go ENG Girl Peterborough,2017-11-18 09:00:00,2017-11-18 02:30:00,"0,0,0,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4266,UOIT Engineering Robotics Competition,2017-11-25 11:00:00,2017-11-25 18:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4267R933,IT Services administrative systems outage November 9 to 14,2017-11-09 17:00:00,2017-11-14 06:00:00,"0,2,0,3,0,0,0,4,0,5,0,6,0,7,0,8,0,9,0,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0",,False
4268,Financing Your Education Information Night,2017-11-15 19:00:00,2017-11-15 20:30:00,"0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4269,Ontario Student Assistance Program - Repaying Your Government-Sponsored Student Loans (webinar),2017-11-27 12:00:00,2017-11-27 13:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4270,Assante Financial Management Ltd. - Introduction to Financial Planning,2017-11-29 12:30:00,2017-11-29 13:30:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4271,"UOIT Career Centre – Impactful resumé, cover letter and LinkedIn profile",2017-11-30 14:00:00,2017-11-30 15:30:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4272,SAFA Financial Literacy Information Alley,2017-11-28 11:00:00,2017-11-28 13:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0",,False
4274,2018 Undergraduate Research Awards Information Session (north Oshawa location),2017-11-28 17:00:00,2017-11-28 18:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4275,2018 Undergraduate Research Awards Information Session (downtown Oshawa location),2017-11-29 17:00:00,2017-11-29 18:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0",,False
4276,International Education Fair,2017-11-17 10:00:00,2017-11-17 02:00:00,"0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4277,Fall Open House,2017-11-25 09:00:00,2017-11-25 14:00:00,"0,2,0,3,0,49,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0",,False
4278,WiE Workshop Series: Conflict Resolution & Salary Negotiation,2017-11-27 17:00:00,2017-11-27 18:00:00,"0,2,0,3,0,49,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0",,False
4279R934,Student Course Feedback Survey,2017-11-20 02:00:00,2017-12-04 23:30:00,"0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4280,TLC Workshop: Strategies for Engagement,2017-11-24 10:00:00,2017-11-24 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
4281,TLC Workshop: Learning Technology for Teaching Assistants,2018-01-12 09:30:00,2018-01-12 11:00:00,"0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54",,False
